another_bug_proba,break_bug_proba,electro_bug_proba,engine_check_proba,engine_fuel_proba,engine_ignition_proba,engine_overheat_proba,gear_stick_proba,wheel_shake_proba
0.104721025,0.11252075,0.13706017,0.09091912,0.12293307,0.105311096,0.10669887,0.110659495,0.109176405
0.18838866,0.11684958,0.09697542,0.12039832,0.09854928,0.088541634,0.109466575,0.102342784,0.07848778
0.11514276,0.11327241,0.1053871,0.11147164,0.09767594,0.12291129,0.11465317,0.112459555,0.10702613
0.10952709,0.112851344,0.10965639,0.13695975,0.09157401,0.12025106,0.09083854,0.11650784,0.11183396
0.12119751,0.110749565,0.13066153,0.09877102,0.13215788,0.11238952,0.102489874,0.10110147,0.09048161
0.12172929,0.12553321,0.10502457,0.11489365,0.116842866,0.100753106,0.12423965,0.12288284,0.06810083
0.105542995,0.11116215,0.10472239,0.11075589,0.14431708,0.1145592,0.122601,0.117405176,0.06893411
0.0985316,0.12674846,0.106411695,0.09805189,0.12233944,0.0993174,0.10034989,0.09895524,0.1492944
0.11000375,0.115889974,0.110268496,0.10039766,0.136923,0.115767114,0.12066467,0.1203174,0.06976791
0.1033297,0.10967094,0.106139496,0.11283452,0.11366056,0.111863256,0.104929015,0.12481565,0.11275693
0.113581926,0.11225994,0.09943805,0.11280315,0.1269761,0.10054263,0.11756644,0.12859794,0.088233806
0.11747494,0.11681979,0.11071728,0.12506965,0.09414598,0.11688173,0.13069028,0.118380606,0.06981976
0.103766985,0.09789624,0.14299345,0.1181446,0.086162545,0.11787544,0.09945331,0.105973326,0.12773412
0.11330518,0.10818005,0.14011264,0.10482917,0.086100325,0.10842246,0.11020456,0.1118253,0.117020324
0.108135305,0.10889508,0.10290807,0.10391539,0.09432602,0.12111459,0.10431158,0.13148767,0.12490633
0.10389889,0.1025844,0.09625531,0.11291391,0.16346526,0.109008685,0.12550046,0.11846199,0.067911126
0.101491414,0.17587571,0.11170408,0.094600186,0.107690044,0.11326296,0.110854514,0.10167903,0.08284207
0.10456675,0.115514025,0.111583546,0.12502173,0.10044677,0.10203165,0.110271655,0.124860026,0.10570386
0.11478278,0.10569591,0.10383863,0.11752816,0.10101194,0.1240104,0.10075081,0.09293147,0.13944986
0.11734032,0.10372867,0.12024142,0.11279089,0.10474,0.10309631,0.11545391,0.1306682,0.091940306
0.09114506,0.10836227,0.11793201,0.09804706,0.098038666,0.09628322,0.10452533,0.16205154,0.12361487
0.1082566,0.11675377,0.101381704,0.104819514,0.102173075,0.10171555,0.12374565,0.12950008,0.11165405
0.17035766,0.10848348,0.1019337,0.09113791,0.083843485,0.098705836,0.112016186,0.1050279,0.12849382
0.10903907,0.106075354,0.103119984,0.11102514,0.112702295,0.123730145,0.11497725,0.09913598,0.12019482
0.106003635,0.12160654,0.10717131,0.10803956,0.10437852,0.10056332,0.11663119,0.12893333,0.10667262
0.10767347,0.115323976,0.12360481,0.09533946,0.14242412,0.10219799,0.12735881,0.11348895,0.07258839
0.10473977,0.109859884,0.105833426,0.098775215,0.1354315,0.13876115,0.12375309,0.1178516,0.06499439
0.1112324,0.12465592,0.10362807,0.10826653,0.13703649,0.09292673,0.11852999,0.13233823,0.07138562
0.12012714,0.11502789,0.104730584,0.098950505,0.1304698,0.09432926,0.103293456,0.11638197,0.11668936
0.101276286,0.12416049,0.10044455,0.104271926,0.10161045,0.11250562,0.117904305,0.12625334,0.11157301
0.10567641,0.12006412,0.11288765,0.10345889,0.099056646,0.11718222,0.10902563,0.1166976,0.11595081
0.10499833,0.113760605,0.12705728,0.10131821,0.114922516,0.105405405,0.10787976,0.121373825,0.10328405
0.09036588,0.11042287,0.12334141,0.08787524,0.09799281,0.135677,0.10098161,0.12697783,0.12636535
0.108469054,0.108757585,0.12913722,0.12049228,0.09280469,0.11663162,0.10899638,0.10842405,0.10628716
0.15222779,0.08973148,0.103377454,0.17447482,0.09674874,0.08913748,0.12833029,0.10522412,0.060747813
0.10580522,0.11141462,0.0951216,0.12075456,0.110595085,0.115887135,0.11416866,0.11403805,0.11221502
0.11560863,0.11291363,0.10488278,0.13258941,0.09899322,0.099901855,0.09761332,0.12828626,0.10921089
0.10413145,0.10000514,0.1013404,0.13519259,0.13572766,0.12575382,0.12365858,0.10785512,0.06633523
0.1339512,0.11149936,0.11260598,0.10670499,0.092879176,0.109391645,0.1192269,0.1100108,0.10372998
0.104119755,0.109605975,0.11823951,0.09345625,0.13073446,0.11583171,0.11149422,0.11197541,0.104542725
0.13026777,0.110024534,0.10623119,0.114616,0.09998216,0.10152518,0.14902875,0.117123924,0.07120047
0.10785712,0.10510603,0.121463805,0.12738319,0.11068137,0.11701813,0.095093235,0.106234126,0.10916297
0.14225869,0.11632654,0.09949307,0.117778264,0.12487179,0.100711286,0.10989755,0.1237093,0.064953506
0.10188392,0.11722531,0.13812558,0.09821802,0.12691846,0.09760878,0.12155065,0.12983078,0.06863848
0.15248977,0.11212828,0.113716386,0.09376176,0.13492522,0.10579824,0.107234605,0.11536833,0.06457745
0.102200046,0.11909747,0.10527239,0.106201604,0.15644239,0.11051379,0.123159684,0.10994557,0.06716706
0.10732896,0.11070941,0.11358907,0.1059658,0.11840734,0.13035302,0.12740727,0.119122714,0.06711641
0.099641465,0.1133292,0.10706968,0.09397574,0.15832086,0.08938722,0.12469728,0.117162466,0.09641611
0.13587673,0.111828156,0.11516594,0.10895918,0.091503285,0.11285228,0.11054358,0.12324024,0.09003064
0.115040235,0.11941388,0.109051965,0.10617191,0.1046147,0.110996656,0.12978365,0.10952154,0.09540549
0.10873939,0.10156352,0.103369206,0.13127482,0.102302626,0.111890316,0.12076195,0.12802269,0.09207548
0.12587954,0.095980056,0.100762315,0.10353078,0.11167449,0.10572147,0.10194187,0.13716432,0.117345124
0.11236034,0.11105879,0.10822246,0.13273944,0.11379208,0.097517535,0.10003154,0.11848447,0.105793364
0.10854168,0.107556485,0.11593685,0.09484685,0.11665199,0.11706436,0.11221464,0.104195096,0.12299201
0.106891915,0.113353856,0.10763269,0.10695628,0.105965756,0.10276997,0.14835353,0.11734618,0.090729855
