another_bug_proba,break_bug_proba,electro_bug_proba,engine_check_proba,engine_fuel_proba,engine_ignition_proba,engine_overheat_proba,gear_stick_proba,wheel_shake_proba
0.1124824459910654,0.1179052699949163,0.1020092543916994,0.115110716179837,0.1051046339339377,0.1116464891304465,0.1083775598197452,0.1287756293301366,0.0985880012282155
0.1318551426929612,0.1145195380885063,0.1115937529408591,0.1137601002665082,0.0991127001734038,0.1085448644915268,0.1057143639377393,0.119710977265274,0.095188560143221
0.1123817199625351,0.1174285410453593,0.1045445169477525,0.1068668964127855,0.1052333212923785,0.1125772755805234,0.1124766407958762,0.1282643583946362,0.1002267295681529
0.1179316024522899,0.1170976001482198,0.1022001318507765,0.1193651780609689,0.1015285384336622,0.1065610215336344,0.1107494529130438,0.1301569502109786,0.0944095243964256
0.1090222462896462,0.1178465238536658,0.1038361728843012,0.117277657736195,0.1038194914367329,0.1092511121618175,0.1155602002296145,0.1339494286442213,0.0894371667638054
0.1143890437048842,0.1205729418333649,0.0889260805843599,0.1075189920834119,0.1374962337193531,0.1132071202847033,0.1601814163057964,0.1387875303265351,0.0189206411575909
0.1272512855877444,0.1120173589123239,0.0932405649107481,0.1049054692120223,0.1394270262484229,0.1149877543382914,0.1522607479829598,0.1378903645590382,0.0180194282484485
0.124687326044238,0.1122844535561512,0.1047317291559582,0.1115439784163851,0.1053779222974526,0.125506686530174,0.0952518486477105,0.1162921536224957,0.1043239017294343
0.1347916651361814,0.1065890319844163,0.092989107027425,0.1049170948917942,0.1435038839986089,0.1185966042672056,0.1486526068240626,0.1329774168289914,0.0169825890413143
0.1142704341533756,0.1161952133175872,0.1056151344077179,0.1078576572731751,0.1041432015840093,0.1102095426946166,0.1106817430531309,0.1305261221819496,0.1005009513344375
0.115455162862661,0.1187110370403777,0.1046456442167411,0.1075615499757716,0.105252265631384,0.1050280354072803,0.1176335984804364,0.1311310190011559,0.0945816873841916
0.1348081032246258,0.1131417892046449,0.0928101381283554,0.1065379214202166,0.1341008014020261,0.1177797929847364,0.1471792784564714,0.1350487624472687,0.0185934127316543
0.117240118294723,0.1093604217431588,0.1118893738192825,0.1102246398506979,0.1040233882170775,0.1164847748579143,0.1052411586136229,0.1266728295142606,0.0988632950892622
0.1115059310332133,0.1155883926842914,0.1073774174181968,0.1062662331202611,0.1023300496767914,0.1143940493010021,0.1085703265795802,0.1322707012725431,0.1016968989141205
0.1137406779799708,0.1129997756223867,0.107928127752828,0.1074394301625865,0.1100137361871168,0.1193121138262501,0.1037033729515852,0.1218752871571378,0.1029874783601378
0.1267396149891449,0.110410279977282,0.0921432432024829,0.1078954643701574,0.1403299542133631,0.1158746053124408,0.1500908997821702,0.1379758879778302,0.0185400501751282
0.1030036760175162,0.127191630270634,0.1067303683708726,0.1016748145776846,0.0992977397418943,0.1264174702404083,0.1099761927988155,0.1240100815969161,0.101698026385258
0.1080203219178088,0.1209340884261462,0.1067344330716305,0.1089753410948151,0.0994252476136542,0.1119536827865953,0.1190487975349737,0.1306874153307318,0.094220672223644
0.1186347981168658,0.1137795928909132,0.1040549220263988,0.1102040966766891,0.1104750371350505,0.1173203730078126,0.1007216287415798,0.1190174001019498,0.1057921513027401
0.1099844180252389,0.1208827374150819,0.1045381916494097,0.1035730709481189,0.1056084164494694,0.1141251500878595,0.1106485312096911,0.1298155280766564,0.1008239561384738
0.1147443356294338,0.1176859949478538,0.1126442747846872,0.1065172988924954,0.1048380059154217,0.1123035911117477,0.1140390309176904,0.1274341878689231,0.0897932799317463
0.1087938784105548,0.1209125910364239,0.1044615642783743,0.1062721995114144,0.1025080474632953,0.1134524856529144,0.1177316196388585,0.1290724511444999,0.0967951628636641
0.1278146717560658,0.1195176456628715,0.1039949881063958,0.113185269298523,0.0973722901898478,0.1090492033976396,0.1071290288997264,0.1170756732266943,0.1048612294622354
0.1168083876569144,0.1215508721925123,0.0993498903133067,0.1096524377746961,0.1035289798040877,0.1133834140940223,0.1078546583766301,0.120724579735061,0.107146780052769
0.1177080928049338,0.1125845320451092,0.1065668281545243,0.1099587919090642,0.1062800104335697,0.113525614490544,0.110503480816058,0.1276926580077754,0.0951799913384209
0.1225173221477841,0.1156767644694962,0.0855139244045352,0.1111496390216702,0.1468957612067503,0.1261689733062829,0.1496116334907213,0.1240991093445938,0.0183668726081654
0.1311000694638441,0.1090337150212688,0.0945798009223004,0.0979614598459965,0.1383371057451144,0.1146999285184237,0.1582031002649804,0.1395106548564546,0.0165741653616166
0.1225415254129394,0.1180461155621881,0.0878129974901722,0.1081614417329806,0.139900830231653,0.1161536867493571,0.1480815340504522,0.1403745209048949,0.0189273478653622
0.1194941118334292,0.1187849374564342,0.1035037475796133,0.104498342696536,0.1056256858912382,0.1079390524179573,0.11701882976799,0.1269134633919987,0.0962218289648029
0.1103246054192841,0.1188925210689999,0.1059612512109612,0.1075538972993711,0.1032187243044975,0.1101168146804329,0.1159802837318011,0.1311204372046166,0.096831465080035
0.1164379082520819,0.1121804673050596,0.1075181678144971,0.1111535217697851,0.1036021180309584,0.1318562034844347,0.0985428996618806,0.1169628655343318,0.1017458481469704
0.112636714740347,0.1154257586313598,0.1016741974393678,0.1171047674145018,0.1066735399329417,0.1115313578709267,0.1100196299828716,0.1306428965595219,0.0942911374281614
0.1049041692551964,0.120665120128966,0.1050570585324447,0.1143940046830045,0.1027508778022365,0.1128012417858979,0.1140271942508987,0.1353584331981035,0.0900419003632515
0.1087465372163415,0.1172094578632774,0.1065626073064509,0.1060046910792761,0.1033667212798506,0.1153852645591007,0.1114818787333065,0.129960002084145,0.101282839878251
0.1478018745766073,0.1072558979521187,0.0876013396424356,0.1115074600566096,0.1149689546014065,0.0998970894831183,0.1835342599955015,0.1283878069325733,0.0190453167596287
0.1107617070465068,0.1164903239764695,0.1012885594886002,0.1171606621918475,0.1076465805937405,0.1088797240879548,0.1132044555991263,0.1319718169979669,0.092596170017787
0.1181871090358348,0.1189875959902061,0.1039639705999953,0.1084779351863738,0.1011891705119708,0.1072331371314642,0.1137594519244943,0.1288166213813556,0.0993850082383046
0.1315059293894413,0.1058202691013926,0.0928707352550976,0.1100871248325661,0.1410263465741889,0.1243239813166874,0.1459105584707643,0.1306985607204007,0.0177564943394609
0.1250430311302235,0.11790807560906,0.104519983772807,0.1082009787393075,0.1009551219946591,0.1023495902764881,0.1219196174331358,0.1284605464449851,0.0906430545993336
0.116360630495772,0.1173272354938422,0.1066799058258621,0.1009663759207809,0.1108430432205399,0.1098939386645235,0.120946875231527,0.12826170408174,0.088720291065412
0.1333767819769762,0.1155477967113779,0.0878836831954812,0.1175700699410157,0.1279347597020174,0.1163554865894107,0.1466783963307243,0.1345561527164191,0.0200968728365772
0.1215701285243048,0.1175030517177148,0.1055214188295623,0.1094269369290658,0.1025522442673294,0.1046644418625991,0.1226912749622761,0.1301578913029128,0.0859126116042345
0.1227825614170518,0.1170024005959888,0.0890617775814225,0.1111306106753812,0.1377291801351231,0.1126330190421432,0.1574186455131547,0.1327997972095175,0.019442007830217
0.115399806365738,0.1252462815559838,0.087283137564655,0.1117860266576862,0.1473658988076082,0.1046497300302117,0.1569979537392758,0.1316255256157481,0.019645639663093
